psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfFlux_u,psfFlux_g,psfFlux_r,psfFlux_i,psfFlux_z,cModelFlux_u,cModelFlux_g,cModelFlux_r,cModelFlux_i,cModelFlux_z,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,petromag_u,petromag_g,petromag_r,petromag_i,petromag_z,class
20.87097,19.11274,18.15173,17.72499,17.31031,4.47909,22.64116,54.86622,81.28382,119.0856,33.53175,179.2609,387.1556,572.2639,798.3289,12.53244,37.74015,94.59589,142.7427,192.0724,18.82299,17.04602,16.1734,15.75289,15.45948,GALAXY
19.64783,19.18601,18.93756,19.01355,19.04655,13.83005,21.16346,26.60536,24.80612,24.04191,14.37895,21.8407,26.63804,25.22558,25.39972,17.52536,20.49411,27.66476,26.1247,25.62438,19.66855,19.20465,18.98858,19.05106,19.03623,QSO
21.33482,20.34129,19.69491,19.30221,18.97368,2.917937,7.301622,13.24337,19.01415,25.71386,15.07606,46.4182,81.91035,112.1193,140.3011,4.971133,11.47612,23.0696,33.70183,41.90069,19.65119,18.3858,17.74302,17.41458,17.18501,GALAXY
21.55414,20.32983,19.75168,19.32886,18.9968,2.381493,7.379071,12.56865,18.55298,25.17124,22.52999,46.90025,82.83015,106.8621,106.839,5.324519,11.09724,21.11537,30.26089,37.01951,19.37015,18.39811,17.83696,17.52068,17.59688,GALAXY
21.38388,19.19124,18.28893,17.73066,17.28415,2.788416,21.0618,48.35307,80.86021,121.9895,21.64742,76.13773,204.2929,306.0846,417.2948,6.440252,22.16925,66.62313,103.8876,145.0883,19.7279,17.83438,16.74498,16.29535,15.94544,GALAXY
20.15253,19.1833,18.56405,18.07581,17.80906,8.687111,21.21646,37.52983,58.84004,75.21994,11.08537,36.84328,74.16515,116.6889,132.6601,9.24834,20.03729,45.22697,72.12119,88.44096,19.81128,18.61856,17.88652,17.40479,17.25685,GALAXY
19.70243,19.35233,19.11505,18.96279,18.95945,13.15156,18.15751,22.59273,25.99349,26.05379,13.26024,18.51767,22.91893,27.76453,25.59913,13.43799,14.84657,21.00238,25.18507,23.92269,19.77122,19.34046,19.15423,18.94609,19.12068,QSO
21.62239,20.27099,19.73722,19.20606,18.79863,2.235383,7.790159,12.73719,20.77512,30.2195,20.45656,48.65981,81.41331,113.5812,147.5172,4.220679,10.13404,21.57633,32.95757,39.8408,19.54021,18.35636,17.77969,17.44296,17.15392,GALAXY
20.17463,19.09329,18.69376,18.49975,18.14239,8.511953,23.05029,33.30354,39.81914,55.33077,60.98706,184.0697,262.0313,331.4621,381.4719,23.12868,42.25332,59.76005,76.51981,84.71068,18.09765,16.85234,16.4869,16.23968,16.13891,GALAXY
20.37835,18.85946,18.1158,17.72295,17.31617,7.054903,28.58976,56.71219,81.43624,118.4444,41.2219,186.5725,354.9468,505.2571,649.2271,14.8546,41.63688,93.675,144.0579,188.4961,18.55932,16.97001,16.25612,15.87062,15.68008,GALAXY
21.46454,20.01778,19.19247,18.6837,18.318,2.587736,9.836771,21.03775,33.61309,47.06445,13.35822,49.54329,96.49545,147.7477,165.0476,5.732746,13.6102,31.43335,49.53933,63.89413,19.93185,18.35971,17.66621,17.23688,17.1154,GALAXY
21.15266,19.30508,18.39931,17.97972,17.59963,3.453202,18.96518,43.67919,64.2849,91.22616,6.966715,36.44399,85.38749,122.7787,165.3817,6.535351,23.23178,54.4704,79.02384,102.2899,20.43161,18.64669,17.7145,17.3158,17.03437,GALAXY
21.10007,19.81779,19.22635,18.89151,18.6285,3.62516,11.82658,20.39132,27.75739,35.35175,27.50921,87.88914,153.5185,218.2817,279.4715,11.40387,20.32876,34.71016,49.36438,59.76577,19.00853,17.74066,17.19805,16.83534,16.58819,GALAXY
20.53705,19.32094,19.07545,18.6428,18.19854,6.094674,18.69016,23.43202,34.90334,52.54111,25.09881,78.24995,133.8716,181.5498,233.4043,13.38566,27.38832,48.91535,69.41702,86.09836,19.1982,17.83083,17.20596,16.88126,16.67348,GALAXY
19.16051,18.96562,18.75556,18.55501,18.32388,21.666,25.92668,31.46068,37.84312,46.80987,21.78231,26.89585,32.29096,37.46143,46.8132,29.61514,27.81471,35.84391,42.26987,52.96104,19.1714,18.95687,18.77422,18.62998,18.42852,QSO
22.40985,20.655,19.71447,19.27367,18.85521,1.06854,5.468677,13.00695,19.52073,28.68308,7.426945,51.31628,108.2937,166.4915,224.2003,3.874135,9.131793,22.36052,36.87213,52.52076,20.69149,18.37006,17.56608,17.1188,16.94325,GALAXY
20.05233,19.64783,19.21276,19.18239,19.04679,9.527431,13.83093,20.64811,21.23299,24.03662,9.456353,14.11823,20.90296,21.81159,24.23998,18.7986,19.01468,28.86927,30.4231,32.85919,20.11272,19.66589,19.2527,19.19187,19.02172,QSO
23.43385,21.29091,19.67869,19.00077,18.57355,0.376794,3.042682,13.44276,25.09984,37.18852,1.395244,7.042037,34.46411,67.94418,103.7771,0.7234141,3.038654,18.93325,36.31178,53.7693,21.70225,20.36682,18.55419,17.8949,17.53117,GALAXY
21.27819,20.24792,19.52902,19.00622,18.58699,3.074859,7.957469,15.42993,24.97403,36.73053,16.83651,47.34459,100.9999,147.7069,198.1391,7.436474,12.44674,29.13582,44.41718,58.98927,19.57827,18.36832,17.5181,17.1233,16.85917,GALAXY
20.92454,19.05336,18.29973,17.88169,17.51892,4.263028,23.9139,47.87461,70.3593,98.26733,11.88237,60.92233,139.5321,198.4705,234.1964,11.81993,32.25178,72.47799,103.6653,134.0439,19.83653,18.12244,17.21083,16.8233,16.58963,GALAXY
17.46744,16.37378,16.0194,15.90183,15.90337,103.0446,282.1544,391.056,435.7793,435.1624,103.6625,282.8947,388.0964,435.3986,436.9254,153.6345,284.6573,406.4486,460.5078,488.5097,17.50894,16.4289,16.08306,15.97234,15.96368,STAR
19.77899,17.92676,17.1504,16.88651,16.73621,12.25593,67.4986,137.9869,175.9529,202.0737,14.67466,84.80965,179.1721,234.245,276.1836,15.01496,74.06055,165.9899,223.4547,262.0843,19.58889,17.70374,16.89997,16.61676,16.44335,STAR
24.46521,22.26126,20.39495,19.63527,19.24076,0.04388338,1.239429,6.948485,13.99001,20.0959,9.959851,4.577644,17.33944,32.98019,47.05794,-0.08133443,1.318734,9.434813,20.38667,31.17096,20.36849,20.76519,19.20603,18.59848,18.103,GALAXY
19.40776,18.47988,18.24452,18.07005,17.7382,17.25304,40.55512,50.3719,59.15282,80.29414,38.7341,110.1022,172.941,225.2566,285.0786,36.1161,55.5367,77.93232,94.13727,110.201,18.54512,17.43133,16.96925,16.68745,16.43003,GALAXY
21.88912,20.04712,18.75624,18.32153,18.003,1.744129,9.574479,31.44113,46.92267,62.91273,4.457484,26.76351,85.35496,137.9401,195.168,4.941207,13.10228,45.49141,73.45338,100.1949,20.80169,18.9619,17.69426,17.15791,16.80415,GALAXY
21.58968,19.48771,18.41889,18.04548,17.81745,2.304275,16.02889,42.89849,60.50679,74.64077,2.29872,16.44834,43.2582,61.62443,77.73414,4.571138,17.50952,45.05111,63.8587,77.4956,21.67728,19.52942,18.46049,18.08588,17.85031,STAR
20.14023,18.8449,18.38704,17.79516,17.4337,8.786119,28.97573,44.17528,76.19621,106.2914,29.31105,109.5941,207.3987,306.6793,394.5601,12.45785,32.09818,68.15074,107.6214,133.2493,18.84117,17.49595,16.80357,16.36104,16.12519,GALAXY
19.13898,18.52655,18.16345,17.76589,17.54534,22.09999,38.84871,54.27728,78.27836,95.90396,165.0241,427.4312,676.6888,942.3893,1284.117,28.73573,46.86199,82.04222,116.2765,137.8582,17.22796,16.00047,15.4986,15.18225,14.90095,GALAXY
21.46664,20.35052,19.53364,19.05526,18.76604,2.582694,7.239776,15.36454,23.87103,31.14132,29.70481,85.41479,160.524,227.9064,300.5947,6.799698,11.929,27.03508,40.46221,51.68891,18.9302,17.78409,17.05212,16.68045,16.41925,GALAXY
20.77156,19.12028,18.47021,18.03321,17.25886,4.909346,22.48435,40.91801,61.19455,124.8655,45.97901,200.0318,427.0811,650.2698,946.1071,11.70124,31.21931,80.39484,136.9817,193.9371,18.50013,16.77818,15.93863,15.48748,15.19375,GALAXY
24.35395,22.02896,20.22526,19.49229,19.03364,0.07320706,1.537935,8.124601,15.95985,24.32998,3.018027,5.181525,22.14706,44.0086,68.77611,0.5993012,1.566149,9.968837,20.25533,31.28255,25.17796,20.90716,19.25925,18.51337,18.0114,GALAXY
24.06553,21.28057,19.61622,18.97673,18.5083,0.1535934,3.071847,14.23904,25.66178,39.49364,1.564239,5.779656,32.65299,59.136,81.72327,3.326074,2.912685,18.02497,34.17947,47.71161,22.17498,20.59731,18.81519,18.16688,17.81097,GALAXY
20.88899,18.7883,17.83109,17.32336,16.91106,4.4052,30.52649,73.71632,117.6669,172.0159,33.99002,152.3404,365.4534,533.4122,692.3561,11.81388,39.84254,106.3662,165.7156,226.2377,18.90091,17.08498,16.12752,15.691,15.36526,GALAXY
19.27098,18.83846,18.87296,18.96218,19.03955,19.56975,29.14834,28.23635,26.00801,24.19765,20.21471,29.54655,28.28732,26.53916,25.00804,16.87445,21.85876,25.97001,25.83723,24.73285,19.30927,18.89882,18.92987,18.98044,19.12277,STAR
22.93848,21.611,19.844,19.11331,18.66158,0.6383882,2.264197,11.54393,22.62812,34.28992,5.115395,11.26807,53.7072,94.31224,140.0958,1.739258,3.171376,17.60574,33.3124,49.37938,21.37839,20.06543,18.3305,17.67415,17.27979,GALAXY
21.19069,19.36364,18.42813,18.06493,17.63579,3.333961,17.96931,42.53484,59.43234,88.23779,6.953486,41.09294,95.23393,139.3077,190.33,6.324795,21.83932,59.02921,89.96642,121.8408,20.50121,18.52854,17.59739,17.18058,16.80162,GALAXY
20.62708,19.59595,19.13626,18.87678,18.5257,5.60914,14.5078,22.15561,28.13652,38.86553,18.72665,56.40979,92.53194,130.4672,149.839,13.48359,23.96029,43.15742,62.72699,74.23142,19.34283,18.19066,17.62954,17.2588,17.11242,GALAXY
21.2089,19.27345,18.48104,18.03688,17.61811,3.2783,19.52598,40.51171,60.98778,89.68651,4.638327,44.05176,106.6705,150.959,220.76,6.628209,21.41588,55.59541,85.12248,113.6648,20.52206,18.42948,17.42172,17.06279,16.74153,GALAXY
22.13895,21.00956,20.93853,20.67957,20.24874,1.38045,3.944135,4.209545,5.341674,7.883677,31.77364,63.30949,89.32956,94.83935,73.40445,2.863726,4.605861,7.724111,10.38107,11.90389,18.67536,18.18639,17.72683,17.78664,22.82276,GALAXY
21.37869,19.50747,18.62762,18.2486,17.81443,2.801847,15.7398,35.39545,50.18282,74.84888,20.17825,72.1339,182.5206,264.0157,368.7916,7.386584,21.39403,57.46045,88.45579,120.2331,19.63404,17.99742,16.99418,16.60353,16.27875,GALAXY
20.866,18.9575,18.00857,17.53071,17.17665,4.499648,26.12137,62.59953,97.21085,134.6873,15.51538,70.72353,168.7824,248.869,369.7001,9.279122,29.4805,82.61859,127.6904,173.0508,19.78632,17.96319,16.98909,16.55787,16.14377,GALAXY
21.63431,19.66133,18.71932,18.28081,17.87445,2.210771,13.65989,32.52871,48.71583,70.82249,10.05477,32.49541,80.45106,114.6929,154.2212,7.685396,16.48975,42.4075,64.7402,86.27372,20.29957,18.71984,17.69689,17.30001,16.95426,GALAXY
20.50678,19.5495,19.05104,18.71271,18.50371,6.267147,15.14207,23.96477,32.72665,39.66126,28.21559,87.4388,134.6005,174.9103,221.1801,15.72259,25.86149,40.08668,55.97741,64.09051,18.84302,17.68256,17.24293,16.94942,16.76527,GALAXY
21.83314,20.64687,20.17759,20.00895,19.69906,1.837569,5.509825,8.489391,9.914606,13.15243,28.33202,69.773,122.0802,157.2215,144.5441,8.511292,9.886354,17.81195,24.66945,29.57108,19.06533,17.92894,17.44864,17.11896,17.20759,GALAXY
20.97684,19.20388,18.18729,17.80325,17.3283,4.062092,20.81812,53.09846,75.63097,117.128,38.79359,170.3423,372.044,571.431,781.3456,10.93345,33.94516,89.77058,145.8291,205.0124,18.80581,17.0818,16.19915,15.73543,15.43878,GALAXY
22.18291,20.34565,19.2094,18.67167,18.05342,1.32453,7.272305,20.71208,33.98767,60.05716,30.91098,118.0026,270.5349,426.3856,657.6997,3.992408,12.35654,37.24693,70.3647,109.8708,18.71503,17.4393,16.57873,16.10897,15.94259,GALAXY
22.86847,21.89304,20.88802,20.37039,19.99514,0.6846978,1.744351,4.410316,7.105053,9.990356,0.6062145,2.744127,7.025696,11.02594,20.18354,2.111277,1.418371,5.879819,10.15454,14.22218,22.5472,21.46589,20.42186,19.90935,19.25909,GALAXY
24.74194,22.15184,20.45951,19.71709,19.17769,-0.0277062,1.372168,6.547115,12.97419,21.30112,3.631999,2.487101,19.06342,38.05215,54.66992,0.2884702,1.097485,8.127054,20.09762,29.73732,21.54809,21.54774,19.40363,18.61123,18.36519,GALAXY
20.86538,19.01093,18.0867,17.62347,17.26551,4.50225,24.86687,58.25293,89.25048,124.1023,11.82546,66.56966,159.7596,240.9204,327.6965,7.308579,29.17168,83.59811,129.4237,174.6043,19.817,18.07052,17.09473,16.66772,16.3329,GALAXY
18.78832,18.35033,18.24769,18.34741,18.22156,30.52544,45.69474,50.22504,45.81738,51.43821,30.33794,46.13406,50.0162,48.0249,54.75216,29.89721,42.95093,49.02043,45.77538,56.55752,18.8571,18.39258,18.2972,18.36404,18.1544,QSO
22.05883,20.54525,19.47656,19.06578,18.55344,1.48824,6.050694,16.19385,23.64073,37.88415,23.30612,97.39101,204.3029,332.3327,431.4482,5.541627,11.89142,31.0702,54.24266,75.33932,19.06318,17.55652,16.75518,16.27364,16.19751,GALAXY
21.63781,19.91294,18.84436,18.36813,17.98696,2.203597,10.83417,28.99013,44.95117,63.84939,38.12836,148.9712,304.491,457.0331,614.1005,8.06105,16.65402,45.85044,71.42325,94.97254,18.64839,17.23641,16.47076,16.06704,15.80642,GALAXY
18.95154,17.97408,17.57895,17.43521,17.37293,26.26473,64.61996,92.98614,106.1487,112.4107,26.25112,67.26617,92.7216,105.8481,110.6062,34.46127,64.30354,94.71207,109.6936,112.6975,19.02855,17.98793,17.63093,17.50589,17.4675,STAR
18.58377,18.38945,18.38342,18.11861,18.1293,36.85408,44.0777,44.32288,56.56545,56.00187,37.1743,44.79311,45.5666,57.2868,55.11922,31.42618,37.19967,44.52703,57.55753,56.46902,18.64051,18.40978,18.41067,18.16422,18.22499,QSO
20.82067,19.67464,18.98279,18.6256,18.37325,4.691893,13.49351,25.51959,35.46098,44.72799,25.75539,82.09103,139.847,199.8663,233.4036,11.27685,22.44662,44.80916,68.03915,82.21233,18.98852,17.78615,17.16655,16.77782,16.65131,GALAXY
23.72672,22.01646,20.36456,19.70215,19.24261,0.2624153,1.555856,7.145813,13.15407,20.06161,4.046797,4.710087,29.01907,57.52135,79.13326,1.633833,2.300834,13.91494,27.88347,35.82402,23.73726,20.90049,18.85954,18.1544,17.78747,GALAXY
20.519,18.58142,17.69,17.3609,16.88163,6.196956,36.93423,83.94595,113.6681,176.7418,13.19741,102.9788,246.5175,362.8564,500.398,15.87047,45.90607,126.5749,197.1761,267.0583,19.74117,17.60059,16.62576,16.21271,15.85193,GALAXY
21.98751,19.95805,19.00446,18.60542,18.15422,1.590999,10.39317,25.01523,36.12628,54.73093,3.285092,20.94322,55.18168,85.03153,123.5026,7.449569,12.90242,36.36223,57.91392,83.61886,21.40251,19.28407,18.24427,17.76622,17.32808,GALAXY
22.19455,19.73802,18.5451,18.01592,17.78141,1.310094,12.72832,38.19036,62.17673,77.16067,1.268081,12.61512,38.55833,61.85271,76.29547,5.047151,13.85931,44.96593,72.16082,92.79583,22.66069,19.82543,18.60147,18.08183,17.89407,STAR
18.13398,16.83687,16.3984,16.2537,16.21566,55.77038,184.1845,275.8288,315.1519,326.3875,55.38907,178.6561,276.8176,317.7523,331.4135,36.17066,134.1908,263.7964,326.5394,352.0771,18.19058,16.91316,16.45761,16.30249,16.26342,STAR
21.0098,19.99848,19.69449,19.40627,19.06266,3.940343,10.01324,13.2485,17.27614,23.68717,27.46389,79.50957,127.156,168.6784,198.3891,5.71633,12.96458,24.3053,34.01793,41.79599,19.10359,17.85186,17.28382,17.00973,16.91741,GALAXY
18.59128,18.29523,18.26111,18.10996,18.16179,36.60014,48.0738,49.60823,57.01776,54.35026,36.64591,50.39508,50.70244,57.60771,56.8684,19.06366,29.00406,35.50224,44.49827,36.92078,18.64339,18.29159,18.30053,18.14841,18.15603,QSO
21.5121,19.30805,18.34187,17.89351,17.55736,2.476168,18.91349,46.05209,69.59727,94.84794,6.143459,44.12413,98.82893,143.0762,173.1495,2.42203,21.42484,58.88939,90.02818,117.0219,20.57588,18.48744,17.58437,17.18001,16.95374,GALAXY
21.30129,19.32128,18.26278,17.82039,17.45256,3.009861,18.68434,49.53182,74.44615,104.4613,10.64056,56.34746,138.8903,205.4662,269.6969,8.490028,25.18814,66.84585,100.4582,134.2643,20.11073,18.20898,17.22229,16.7883,16.4905,GALAXY
22.32681,21.32617,19.62266,18.96758,18.55368,1.156228,2.945274,14.1549,25.87905,37.87593,25.18577,8.450908,44.9773,80.48489,111.8432,-0.05070918,3.611006,19.72385,36.0425,51.31292,20.9225,20.22848,18.42122,17.83013,17.40046,GALAXY
21.87611,20.04316,18.91098,18.43941,18.02634,1.765422,9.609459,27.26463,42.09484,61.57468,5.679882,28.53229,83.52787,125.2217,151.0604,1.718411,9.398758,36.33789,61.14144,83.88424,20.53616,18.94203,17.76168,17.29446,17.05804,GALAXY
22.01008,20.6358,19.64648,19.19134,18.82628,1.557762,5.56631,13.84756,21.05869,29.45862,42.86441,61.27621,111.8714,160.6356,209.2171,3.838901,9.160933,21.21866,31.88457,41.99303,19.10189,18.14722,17.50477,17.0875,16.80474,GALAXY
22.28364,20.26046,19.60976,19.23362,18.70751,1.204461,7.866091,14.32404,20.25427,32.86807,11.88356,49.00635,113.7911,149.9144,167.1853,6.859468,9.133905,21.9394,35.49642,47.77846,19.65557,18.27326,17.39888,17.07663,17.05011,GALAXY
23.35961,21.13745,19.44584,18.7364,18.2937,0.4097994,3.505368,16.65865,32.02029,48.13005,12.73565,12.35733,59.87757,103.4977,144.9695,2.785951,4.381556,22.69224,41.70732,59.55834,20.59739,19.8564,18.21263,17.6249,17.14045,GALAXY
20.79377,19.24544,18.52222,18.08245,17.82173,4.80979,20.0362,39.00374,58.48125,74.34739,17.49177,49.77703,87.33101,124.6793,170.0278,5.705417,22.59902,50.30774,73.88456,96.16467,19.71074,18.4182,17.73148,17.35429,17.02954,GALAXY
21.37112,19.40677,18.44115,18.04242,17.59474,2.821532,17.26946,42.02771,60.6777,91.63821,10.32508,42.1552,107.824,162.7067,205.3895,2.541111,16.10735,52.35423,85.01101,118.6568,20.30477,18.53288,17.5016,17.03962,16.76504,GALAXY
21.38375,19.94311,19.106,18.62,18.2722,2.788762,10.53717,22.78171,35.64416,49.09342,10.13061,47.09087,101.0682,147.0412,182.8717,8.073886,15.68369,36.05014,56.9684,73.26105,19.86699,18.46954,17.64358,17.18474,16.91257,GALAXY
19.80678,17.96233,17.12021,16.78268,16.41197,11.94617,65.32327,141.8783,193.6104,272.4022,32.76326,146.8901,335.3698,470.0911,589.0134,19.55726,78.03902,195.6255,283.1122,370.854,18.88891,17.17343,16.2748,15.90397,15.62331,GALAXY
21.64343,19.49658,18.44056,17.99412,17.56542,2.192133,15.89849,42.05059,63.43807,94.14688,7.642888,50.45832,128.0919,187.0651,260.9912,1.471035,16.9243,56.407,90.00829,125.0989,20.56093,18.26067,17.17241,16.74101,16.41309,GALAXY
20.49472,18.42328,17.45008,17.08607,16.62315,6.337237,42.72533,104.7052,146.411,224.2515,26.27068,172.997,423.7599,637.7914,862.0266,9.335421,51.74423,145.8533,223.8114,306.9442,19.11734,17.07017,16.06495,15.62515,15.29744,GALAXY
19.24375,18.80117,18.36842,17.91313,17.8512,20.06682,30.16665,44.93964,68.35074,72.35569,20.50486,35.93315,59.86568,91.34876,100.5436,16.52736,27.43298,51.17261,80.24966,89.92057,19.21069,18.56422,18.04296,17.58922,17.47456,QSO
24.17367,21.25352,19.56549,19.02819,18.5585,0.1224932,3.149461,14.92029,24.47379,37.70795,11.17049,8.754365,49.67498,80.47502,88.31622,1.448827,3.734492,20.81573,38.03327,53.73946,20.9054,20.32586,18.29039,17.73059,17.68646,GALAXY
20.71507,19.32565,18.51848,18.08127,17.74133,5.17195,18.60938,39.1386,58.54486,80.06297,11.10642,47.11931,99.74979,145.7243,183.1985,5.553357,24.8419,58.70429,88.98076,114.1322,19.89384,18.41544,17.58822,17.18579,16.87849,GALAXY
20.7071,18.75117,17.9472,17.61705,17.18738,5.210122,31.5883,66.23978,89.77941,133.3627,31.84966,116.0896,245.4609,346.4692,438.3029,9.649748,36.09465,92.17208,139.4876,183.2295,19.07048,17.50043,16.65341,16.28825,16.03705,GALAXY
21.08569,19.21358,18.14789,17.61567,17.19963,3.673624,20.63291,55.06062,89.89381,131.8666,12.41047,96.76109,225.4894,366.5733,483.0432,5.964216,31.4492,90.63889,149.0572,208.2898,19.93646,17.63944,16.65898,16.14327,15.84631,GALAXY
23.31971,21.15316,19.59085,18.99314,18.66568,0.4283177,3.454937,14.57575,25.27679,34.16047,6.348719,8.743513,39.00578,65.55074,96.17782,0.5384449,4.239301,21.33365,37.5831,52.3391,21.11477,20.20505,18.60488,17.9752,17.65177,GALAXY
20.99987,19.863,19.27748,19.0493,18.81405,3.976627,11.34419,19.45321,24.00244,29.79275,22.34415,63.08006,95.19264,125.1544,155.9254,6.542788,16.65484,31.79343,44.71861,54.00149,19.26059,18.10207,17.65236,17.37761,17.12701,GALAXY
20.83777,19.1844,18.30507,17.80397,17.47215,4.618423,21.19495,47.63982,75.58041,102.5929,55.57085,175.6228,361.855,549.1078,768.3278,6.360793,29.13687,76.45884,124.3402,166.4325,18.50929,17.06099,16.22754,15.80827,15.4862,GALAXY
21.33748,19.53296,18.56406,18.20715,17.8399,2.910757,15.37447,37.52931,52.13552,73.11343,12.1169,46.45023,109.3888,159.8438,204.4838,3.495508,20.01705,54.08787,80.77332,109.4939,19.78801,18.37249,17.41953,17.00594,16.67625,GALAXY
21.137,19.29074,18.33202,17.95236,17.61065,3.503531,19.2174,46.47193,65.92544,90.30515,6.65093,43.19707,102.1327,148.4531,207.6982,6.720603,22.55879,63.30059,95.97561,129.6568,20.48611,18.49261,17.53617,17.12169,16.73404,GALAXY
20.53492,19.56101,18.99578,18.71105,18.47476,6.106686,14.9823,25.21618,32.77694,40.73352,19.54541,56.92788,99.97676,141.2363,181.57,6.43954,22.21874,43.18822,62.58816,74.17419,19.30203,18.12835,17.54527,17.19049,16.94935,GALAXY
18.81882,18.67544,18.48406,18.37073,18.4107,29.67991,33.87049,40.39912,44.84363,43.21091,30.73717,33.82642,40.16149,44.74769,42.86583,26.74319,28.33639,36.05981,40.65235,40.0827,18.82291,18.71997,18.5365,18.42586,18.44968,QSO
19.71079,19.2873,18.88425,18.46645,18.39091,13.05064,19.27843,27.94429,41.05925,44.00605,14.26624,20.08938,28.52413,41.4413,46.56506,16.76314,20.38249,30.03296,43.05078,47.29539,19.66093,19.28907,18.9218,18.50368,18.42613,QSO
18.9402,18.22308,18.04921,18.09193,17.75969,26.54052,51.37668,60.29935,57.97256,78.72017,47.44898,104.8223,167.5196,186.8979,220.2532,36.60178,67.17448,91.11971,103.9761,118.1467,18.3119,17.4749,17.02752,16.91243,16.73787,GALAXY
23.0562,21.60627,19.76766,19.09734,18.65489,0.5664128,2.274121,12.38495,22.96354,34.50205,6.349105,6.733921,28.44651,50.39475,76.21049,1.157329,2.780162,15.95473,29.89114,42.95939,22.5808,20.60166,18.94443,18.31396,17.87515,GALAXY
20.53198,20.08486,19.77667,19.2479,19.37779,6.123213,9.247296,12.28258,19.98955,17.70622,6.658278,9.677452,12.82393,20.4526,18.59361,6.668866,10.21421,14.15781,22.55405,21.15759,20.46028,20.03304,19.74847,19.27824,19.4918,QSO
19.3033,19.16058,18.91055,18.92992,18.99803,18.99578,21.66504,27.27554,26.79238,25.14277,20.12776,22.65547,27.82829,27.22981,24.35222,22.89843,24.48508,29.8954,29.54698,29.74845,19.31072,19.1537,18.9201,18.95598,19.12641,QSO
20.3163,19.2162,18.65357,18.1953,18.01715,7.470131,20.58316,34.55957,52.7076,62.09811,14.85381,50.0407,85.45783,122.0888,146.5134,13.28139,27.33046,49.22995,73.54541,88.68777,19.66742,18.25407,17.66949,17.2682,17.09097,GALAXY
21.08047,19.20162,18.25256,17.88386,17.55585,3.691369,20.86148,50.00034,70.21889,94.98068,29.13722,125.3437,278.6499,410.5387,532.2388,9.180227,32.41434,76.55506,112.2529,147.0598,19.11918,17.40108,16.53521,16.1113,15.80123,GALAXY
20.90096,19.55125,18.74863,18.3806,18.0098,4.356787,15.11769,31.66222,44.43803,62.52021,13.03829,46.46592,92.50278,132.2598,184.2224,10.47451,23.07777,48.00767,70.96157,90.78494,19.76328,18.40502,17.66737,17.24674,16.94388,GALAXY
21.16955,19.38136,18.54271,18.13831,17.69106,3.399743,17.67839,38.27482,55.54843,83.85771,10.25635,40.00171,101.2704,145.3799,206.0615,6.590741,20.31634,55.46109,84.95055,113.1617,20.34117,18.55175,17.56998,17.15721,16.80644,GALAXY
21.19933,20.11346,19.6903,19.34132,19.21885,3.307439,9.006804,13.29978,18.34132,20.50671,19.87201,44.87238,63.94869,80.69878,97.70617,6.6447,12.56837,20.09092,26.70871,31.3342,19.51255,18.44204,18.04794,17.87124,17.5733,GALAXY
22.07724,19.94047,18.73035,18.2071,17.83233,1.46278,10.56288,32.19978,52.13796,73.62502,3.825246,29.5703,76.91801,120.3745,159.2027,4.358632,14.63665,44.35957,70.98523,103.1766,22.00667,18.78019,17.7153,17.22226,16.94638,GALAXY
20.6094,18.69067,17.90573,17.56472,17.13478,5.701365,33.39874,68.81894,94.21256,139.9834,24.49003,137.5489,304.6695,423.6936,492.5851,11.88506,42.2024,104.4724,155.9936,205.1775,19.3668,17.30576,16.43034,16.06013,15.8841,GALAXY
21.12343,19.91281,19.08895,18.66126,18.34705,3.547743,10.83539,23.14236,34.31489,45.82143,17.5421,55.75354,114.5746,147.4278,198.6411,8.427054,19.36235,42.49504,65.29816,84.65546,19.43997,18.16149,17.41456,17.11481,16.82768,GALAXY
20.72134,18.92189,18.06476,17.69037,17.36521,5.142111,26.99232,59.44194,83.91667,113.2129,8.108032,50.14199,109.8275,157.14,198.2774,13.31559,39.85227,92.37859,136.578,178.8977,20.35938,18.30366,17.449,17.05783,16.82796,GALAXY
21.71559,19.81024,18.8543,18.39083,18.0044,2.050003,11.90912,28.72589,44.02108,62.83171,7.100928,41.91301,108.0403,167.0099,225.7128,5.910409,15.28728,43.44833,66.16183,88.91225,20.38284,18.60467,17.54266,17.07537,16.72825,GALAXY
20.92168,18.95696,17.94766,17.44931,17.04678,4.274272,26.13421,66.21152,104.7787,151.8026,23.69678,124.5989,296.3015,436.8433,603.717,9.167081,33.13719,89.29916,139.1379,188.6788,19.28538,17.44227,16.4395,16.00003,15.67688,GALAXY
21.14096,19.26807,18.36526,17.89781,17.53005,3.490758,19.6228,45.07043,69.32211,97.26446,14.14284,91.02199,220.3065,317.2826,395.5157,8.823866,24.82174,62.01674,92.26881,125.1414,19.57397,17.67858,16.6945,16.2704,16.01951,GALAXY
21.68373,19.68396,18.81258,18.31372,17.9462,2.111604,13.37817,29.85124,47.26134,66.29263,9.295877,47.10387,103.3664,155.5569,189.707,5.749092,17.62992,45.4981,68.97021,92.61481,20.5374,18.52068,17.59542,17.17088,16.94476,GALAXY
