psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,psfFlux_u,psfFlux_g,psfFlux_r,psfFlux_i,psfFlux_z,cModelFlux_u,cModelFlux_g,cModelFlux_r,cModelFlux_i,cModelFlux_z,spectroFlux_u,spectroFlux_g,spectroFlux_r,spectroFlux_i,spectroFlux_z,petromag_u,petromag_g,petromag_r,petromag_i,petromag_z,class
23.4197,20.62761,19.45342,18.82694,18.36425,0.3829443,5.608447,16.54281,29.45833,45.10076,1.869415,26.94518,77.52818,135.9842,183.5668,3.319813,9.383307,26.82232,47.46446,70.77896,22.40779,19.05832,17.89417,17.25244,17.04393,GALAXY
20.86417,19.16185,18.2926,17.76387,17.34522,4.507266,21.63971,48.19014,78.42424,115.3175,21.61424,86.74163,187.0188,302.6556,412.9439,10.8031,29.96858,69.89196,114.9385,150.1008,19.51411,17.72831,16.89439,16.37774,16.08896,GALAXY
24.60193,22.16813,20.253,19.34333,18.81331,0.008446254,1.351558,7.919539,18.30738,29.81329,4.711393,2.684939,24.156,46.82364,77.95047,0.1071255,1.635554,9.935848,23.106,35.39687,21.88437,21.66077,19.1923,18.30881,17.68042,GALAXY
24.81166,23.79955,22.27279,22.03081,21.32677,-0.04584477,0.2753112,1.221092,1.519525,2.76055,99.48215,23.0747,12.15935,35.04776,51.13172,-0.5613485,0.4275699,1.292596,2.452842,2.787014,16.19651,18.08614,18.39651,17.80732,29.73299,STAR
21.16534,19.96166,19.31158,18.87728,18.44894,3.412999,10.35868,18.85167,28.12362,41.71434,20.22427,42.42906,71.041,99.14745,132.9933,6.690639,14.82187,27.58717,42.65797,53.68669,19.5715,18.50195,17.88009,17.52203,17.1563,GALAXY
19.2504,18.18884,17.65962,17.32606,17.08944,19.94432,53.02262,86.32786,117.3744,145.9527,73.44481,211.1102,388.3498,514.7117,663.1474,37.47372,74.83944,131.8138,173.2419,212.8698,17.81806,16.70614,16.06898,15.77352,15.52262,GALAXY
21.79555,20.3888,19.84343,19.46605,19.16125,1.903039,6.988897,11.55001,16.35033,21.62677,43.154,124.8054,221.1774,305.5423,353.1789,4.546488,9.500957,19.32665,28.12513,34.78599,18.58723,17.38901,16.76289,16.38267,16.35866,GALAXY
22.29284,20.31437,19.09942,18.47265,17.98705,1.194023,7.48494,22.92035,40.82563,63.8442,1.999086,23.01479,68.89345,123.2975,186.272,1.332104,9.859514,30.78562,52.94706,76.65775,21.81258,19.21505,18.02389,17.40522,16.992,GALAXY
22.01659,19.90381,18.82184,18.27067,17.86994,1.548296,10.92566,29.59757,49.17305,71.11767,6.42778,33.91584,99.444,153.4624,225.1516,2.803293,14.02917,40.90453,68.19331,93.98552,20.60748,18.75287,17.61837,17.11215,16.6841,GALAXY
19.90637,19.60294,19.30284,19.17398,18.70774,10.89881,14.41473,19.00405,21.3982,32.86127,11.31736,15.0308,20.53323,23.12878,37.86883,11.74564,14.48742,19.93379,21.93991,40.12235,19.85222,19.57252,19.21209,19.07619,18.5064,QSO
20.00671,18.09088,17.1671,16.75481,16.304,9.936391,58.02921,135.8807,198.6443,300.8813,39.86256,243.873,554.3295,824.1378,1140.191,21.74757,78.03972,190.3581,283.2488,377.219,18.55442,16.69131,15.77193,15.33001,14.98191,GALAXY
22.72838,21.06274,19.51341,18.91966,18.48003,0.7861161,3.755387,15.65341,27.0469,40.5362,13.8511,9.564872,39.27451,69.53114,98.0102,0.9086786,4.422938,19.75776,33.88623,45.81336,20.98378,20.07017,18.46252,17.82528,17.48559,GALAXY
21.20583,19.18577,18.26216,17.77241,17.39788,3.287624,21.1683,49.56009,77.80946,109.8567,6.602077,41.74915,102.7436,152.5614,223.2505,7.601683,26.19061,65.89032,97.64207,131.4205,20.52755,18.53252,17.53778,17.10148,16.71371,GALAXY
21.19336,18.99336,17.94368,17.44179,16.99747,3.325745,25.27273,66.45479,105.5072,158.8561,14.54396,96.11568,269.8401,420.3295,599.3532,9.843348,33.74798,97.57136,158.3588,224.0558,19.82454,17.58631,16.50851,15.98627,15.57476,GALAXY
21.49736,19.36097,18.18142,17.64506,17.19385,2.510226,18.01365,53.38633,87.49287,132.5705,5.438912,31.13169,89.80734,143.0538,214.8495,4.539187,21.62895,64.57171,105.0076,151.0698,20.91248,18.82059,17.66286,17.15728,16.71004,GALAXY
20.14742,18.83973,18.13426,17.62501,17.28524,8.728103,29.11404,55.75614,89.12377,121.867,38.49706,147.1365,303.2271,447.3838,621.8479,15.37703,41.74487,90.94684,138.2678,180.7776,18.52027,17.10241,16.33329,15.91616,15.61613,GALAXY
19.71497,17.89744,17.09971,16.6788,16.3784,13.00052,69.34656,144.5828,213.0482,280.9556,28.42365,144.2556,326.4151,473.8961,623.8167,24.20285,81.64763,189.118,273.6274,358.9548,18.91664,17.15417,16.27393,15.87322,15.57275,GALAXY
25.14164,22.25788,20.56831,19.8685,19.27691,-0.1355421,1.243347,5.922395,11.28465,19.43609,16.59684,5.128217,30.68572,50.59898,88.54849,-0.493073,1.400414,8.318822,16.55389,26.08932,20.34505,20.78773,18.93459,18.33353,17.71409,GALAXY
21.34279,19.8021,18.78093,18.33842,17.96222,2.896485,11.9987,30.73409,46.19824,65.32167,4.353745,27.79358,71.09727,114.1641,150.9851,4.315694,15.76041,42.35799,64.78571,87.75572,20.85842,18.9999,17.96963,17.45658,17.16464,GALAXY
21.42919,20.12593,19.32991,18.90312,18.5492,2.67387,8.903989,18.53615,27.46217,38.03267,9.949066,30.91593,68.85851,103.0119,142.5094,6.440834,12.44458,26.47567,39.16858,50.77499,20.211,18.76172,17.88982,17.43841,17.11599,GALAXY
23.35292,21.05859,20.06637,19.69639,18.86231,0.4128656,3.769799,9.405523,13.22403,28.4959,0.4014507,3.835597,9.387456,13.49866,25.13719,0.2937267,3.293864,8.992695,12.08161,13.93451,24.98719,21.10994,20.10632,19.69401,19.10278,STAR
19.89136,17.78224,16.72092,16.12877,15.70561,11.0506,77.10853,204.9423,353.5823,522.1027,160.9148,893.2626,2255.185,3490.264,5579.988,22.57942,107.7503,312.2481,510.1731,723.1997,17.18157,15.24219,14.205,13.70067,13.29748,GALAXY
22.76596,20.74561,19.57913,18.85106,18.28767,0.7576962,5.030564,14.73389,28.81104,48.39852,2.695786,20.35232,68.28172,112.5343,158.5757,1.339534,6.062886,21.05846,39.63715,65.28337,21.01377,19.29587,18.01678,17.44069,17.01378,GALAXY
20.92379,18.87571,17.88361,17.41705,16.99401,4.265961,28.16502,70.2349,107.9394,159.3622,15.49448,58.64802,148.1091,224.5713,328.1784,8.866742,34.40906,89.40001,139.1638,191.2102,19.94478,18.15783,17.15841,16.68472,16.2759,GALAXY
22.01859,20.21347,19.07566,18.58505,18.11201,1.545411,8.214093,23.42748,36.81025,56.90119,9.489801,24.20144,66.98433,109.039,153.9936,2.993687,11.19598,32.94316,53.35792,75.45815,20.96151,19.19126,18.03405,17.52121,17.11184,GALAXY
21.73343,20.20844,19.42445,18.84907,18.3472,2.016281,8.252213,16.99015,28.86397,45.81471,5.552258,33.14882,76.56734,119.2476,194.7896,4.061449,11.63117,28.05413,45.59066,61.98905,20.73241,18.77865,17.84888,17.3434,16.94359,GALAXY
20.82871,18.86769,17.90534,17.38952,16.96287,4.657189,28.3739,68.84333,110.7108,164.0005,12.03251,73.2551,183.8817,286.4993,411.8669,10.10039,36.1479,97.2194,152.2916,214.4212,19.87343,17.94893,16.91112,16.43398,16.05033,GALAXY
24.69219,22.40399,20.8762,19.97616,19.43651,-0.01483789,1.085039,4.45867,10.21886,16.77084,1.381587,3.203689,19.24817,53.05371,92.10454,0.5260509,0.9247346,5.704939,15.70951,25.21251,19.58378,21.21328,19.53843,18.43453,17.81098,GALAXY
21.36223,19.58263,18.5318,17.99563,17.53231,2.844851,14.68689,38.6612,63.34962,97.0624,4.611133,47.77826,131.1926,203.5105,288.7948,6.905371,17.4752,51.84552,84.88687,118.745,20.67311,18.39568,17.25709,16.77136,16.41407,GALAXY
21.24125,19.21976,18.08707,17.68735,17.2495,3.181725,20.51579,58.23328,84.15102,125.9467,9.89491,78.26582,236.4661,374.5598,517.8826,8.349874,29.13346,85.48339,133.799,190.5096,20.13613,17.88035,16.69258,16.18119,15.8375,GALAXY
22.00393,20.54934,19.56298,19.19726,18.76261,1.566749,6.027918,14.9548,20.94428,31.24003,23.0645,53.9654,113.6047,158.9937,178.1012,3.829675,8.54007,22.2628,34.54019,43.36497,19.16971,18.2931,17.53357,17.1576,17.15101,GALAXY
21.6352,19.97585,19.05191,18.59637,18.14479,2.208949,10.22415,23.94546,36.42859,55.20851,26.20514,46.78991,99.56107,162.2799,209.4374,3.663601,14.66806,35.11666,57.05122,77.30459,19.81768,18.48451,17.6789,17.12741,16.87487,GALAXY
21.77505,19.65921,18.56646,18.03891,17.6107,1.939697,13.68666,37.44656,60.87426,90.30035,5.40762,30.40807,83.20752,128.6507,192.0351,4.164198,15.91551,47.98391,75.94561,108.8189,20.78265,18.87518,17.76703,17.28031,16.86683,GALAXY
21.41634,19.7155,18.69678,18.18678,17.7276,2.705874,12.99513,33.21104,53.12304,81.08154,19.90413,46.75702,116.1535,177.3397,279.9973,4.680424,16.22035,46.01948,72.59904,101.2368,19.65907,18.44492,17.44899,16.97584,16.53132,GALAXY
23.633,21.48965,19.84449,19.21317,18.8484,0.2965591,2.532755,11.5387,20.63938,28.864,1.024821,7.910383,30.93679,54.95435,94.88176,0.4699536,2.91496,15.59513,28.25718,40.34711,21.73526,20.3767,18.78562,18.17314,17.63474,GALAXY
21.69282,20.04807,19.22866,18.70481,18.30638,2.093846,9.566108,20.34791,32.96576,47.57113,17.77747,54.12829,103.6141,149.9642,189.2722,4.284421,13.46918,33.42949,51.76442,69.59901,19.49327,18.24864,17.55133,17.16338,16.98909,GALAXY
18.39051,17.18037,16.95921,16.86836,16.86576,44.03419,134.231,164.5565,178.9182,179.3448,43.29365,136.9719,164.6583,177.2837,176.8276,89.95062,142.3261,178.1622,191.8687,202.3103,18.4747,17.2143,17.00219,16.92648,16.93715,STAR
22.78552,20.0888,18.99052,18.41876,17.92059,0.7432659,9.213757,25.33848,42.90303,67.87549,1.625785,24.79863,76.19084,112.5113,161.4152,1.180596,11.15206,34.22633,55.39107,80.01067,22.31572,19.08797,17.8793,17.4341,17.04384,GALAXY
20.29168,19.25859,18.93598,18.65741,18.47267,7.641586,19.79504,26.64401,34.437,40.81225,19.04861,55.38675,91.21671,125.5401,174.8876,12.0803,26.71914,44.19627,62.62267,73.231,19.32701,18.17199,17.61464,17.28893,16.93912,GALAXY
19.81361,19.73626,19.17551,18.93885,18.29952,11.8712,12.74895,21.36893,26.57302,47.87257,11.85392,14.83169,32.94968,46.00517,75.39549,10.87877,12.59556,25.32877,33.73267,61.53333,19.83904,19.51772,18.71977,18.40087,17.81822,QSO
23.08362,21.58692,19.96238,19.21253,18.743,0.5506375,2.315142,10.35114,20.65171,31.81021,17.13128,4.525676,21.41611,44.23967,63.35851,0.7694139,2.217599,12.58965,24.00308,35.76956,20.83247,20.94443,19.1216,18.41354,17.87512,GALAXY
21.56213,19.54369,18.42038,17.88899,17.5043,2.363914,15.22337,42.83937,69.88749,99.59917,7.333642,45.83207,133.5994,203.1221,296.1197,2.934791,16.78676,51.90954,79.6074,107.5002,20.29445,18.36712,17.16831,16.69847,16.31511,GALAXY
21.06273,19.4966,18.47665,17.99158,17.61389,3.752345,15.89817,40.6759,63.5863,90.03574,7.240463,57.49046,135.7077,212.8884,309.9606,5.827718,16.3763,45.35654,73.12363,100.2411,20.76479,18.26124,17.29589,16.78901,16.38837,GALAXY
21.76563,19.63782,18.54198,18.06228,17.62228,1.956784,13.95904,38.30045,59.57748,89.3426,3.026264,28.41318,77.12643,120.332,172.3695,3.85009,15.8878,50.39984,79.49355,110.4927,21.49872,18.97895,17.84711,17.36068,16.97246,GALAXY
20.87617,19.57374,18.99652,18.53411,18.30287,4.457637,14.8077,25.19881,38.57845,47.7253,82.61036,246.1036,444.1735,621.0906,758.5092,8.168682,18.96363,37.75724,52.88838,65.78459,17.84564,16.63327,15.99123,15.65606,15.53103,GALAXY
20.2947,18.30736,17.34002,16.96587,16.61505,7.620326,47.53934,115.8753,163.5507,225.9311,47.44316,223.9008,482.3994,684.671,856.8876,13.85727,60.24649,145.9866,215.3029,280.3169,18.42962,16.60526,15.73643,15.35687,15.09596,GALAXY
19.32637,19.00392,18.74327,18.71436,18.73695,18.59638,25.02804,31.81901,32.6771,31.98819,18.42257,25.07994,32.45602,33.45784,33.54538,21.29985,27.55493,35.99093,38.15352,39.07001,19.40199,19.06511,18.76465,18.70739,18.77046,QSO
19.73689,19.38712,19.05625,18.78432,19.09707,12.74063,17.58496,23.85011,30.63767,22.94681,13.62331,20.8363,29.92032,36.36101,31.43849,12.12492,16.99822,23.77394,30.86992,24.39595,19.67426,19.23399,18.84217,18.63996,18.81369,GALAXY
24.30773,21.42145,19.58512,19.01651,18.6449,0.08559594,2.69735,14.65289,24.73842,34.82134,5.692979,5.434085,35.31079,62.07422,74.17762,-0.008899466,3.304008,17.65647,32.17634,45.37841,23.46967,20.54924,18.68427,18.05815,17.90642,GALAXY
21.45054,19.58485,18.57643,17.99112,17.49929,2.621513,14.65697,37.10422,63.61359,100.0602,13.08965,46.26608,118.9744,186.9044,277.2811,5.084523,18.34542,51.82263,86.10659,125.3127,20.06794,18.49666,17.40806,16.89826,16.45835,GALAXY
21.38127,19.43961,18.43977,18.03306,17.66785,2.795171,16.75504,42.08115,61.20272,85.6701,17.56066,60.97676,134.3149,188.0901,248.0941,6.236269,21.49495,54.86936,82.78493,112.7133,19.79275,18.18712,17.2985,16.89335,16.59133,GALAXY
21.65036,19.72808,18.6897,18.22196,17.79563,2.178082,12.84536,33.42816,51.4295,76.15681,5.618253,36.17322,99.91174,153.6014,203.9001,4.284527,15.08569,43.2722,67.31675,92.85622,20.63185,18.64306,17.52859,17.05537,16.75519,GALAXY
20.43276,19.29242,18.96758,18.77239,18.51157,6.709766,19.18777,25.87974,30.97635,39.3747,85.05231,270.505,404.3139,487.17,504.6001,12.97792,26.70641,44.43526,56.93492,67.15054,17.56316,16.44465,16.00191,15.79329,15.81197,GALAXY
19.78486,17.9901,17.23574,16.72438,16.37496,12.18988,63.6736,127.5569,204.2909,281.8461,36.08792,171.2428,369.0828,560.4928,732.8001,21.07906,77.68294,175.9725,269.329,343.2566,18.75732,16.94612,16.09997,15.64568,15.33673,GALAXY
20.74608,18.79866,17.99439,17.62328,17.26404,5.026108,30.23664,63.42262,89.26613,124.271,17.74069,68.69333,153.0822,217.6929,295.6157,9.368962,35.0219,82.76553,120.7309,157.6575,19.81966,18.00433,17.12483,16.73625,16.41467,GALAXY
21.91818,20.1709,19.09035,18.69903,18.38138,1.697474,8.542609,23.11264,33.14161,44.39421,7.280828,49.27353,123.3076,184.7439,245.5531,3.49654,11.07631,31.41603,48.5124,65.56467,20.82931,18.39369,17.44649,17.05088,16.77412,GALAXY
23.08648,21.96334,20.33679,19.68423,19.36974,0.5490082,1.63438,7.331047,13.373,17.83857,0.6398789,4.225047,18.03225,32.46507,48.32763,0.1205552,1.545658,8.614875,16.34926,23.03261,23.73703,20.90561,19.38389,18.72519,18.36253,GALAXY
19.91884,18.9153,18.63938,18.34472,18.23883,10.77436,27.15662,35.01404,45.9309,50.62597,47.22033,166.7026,253.9154,325.2044,333.5454,16.61441,32.07798,48.45401,67.84885,76.14254,18.07164,17.03679,16.59939,16.23287,16.27053,GALAXY
21.69738,19.60676,18.55852,18.09034,17.76367,2.084984,14.36417,37.72139,58.05782,78.43198,13.93828,56.19132,143.5637,217.2691,274.8556,5.589672,17.5951,50.45432,79.62939,108.816,19.53439,18.35095,17.19882,16.72416,16.45048,GALAXY
19.51994,19.2511,19.16202,18.93779,18.91746,15.55927,19.93193,21.63608,26.59904,27.08279,16.20388,20.52524,21.4278,26.44883,29.1153,15.16606,18.22308,19.43117,23.43774,23.28051,19.52653,19.28702,19.22408,19.00595,18.97304,QSO
21.37838,19.53645,18.53474,18.0381,17.6257,2.802654,15.32514,38.55674,60.91975,89.06134,12.21015,36.18173,95.94133,143.9992,203.9735,4.967042,17.48495,47.30231,71.86381,98.72054,20.02956,18.63026,17.55622,17.09293,16.69748,GALAXY
20.61228,18.98783,18.26164,17.74299,17.43074,5.686232,25.40171,49.58411,79.94704,106.5821,14.61973,54.59446,117.5509,178.1153,238.7268,11.99166,29.76337,65.16292,104.0748,133.0482,19.71181,18.24479,17.41754,16.94545,16.65853,QSO
16.96531,15.67611,15.70033,15.73568,15.83651,163.6344,536.4844,524.6458,507.8422,462.8012,166.6671,530.5308,530.5925,508.9829,476.2905,327.1363,540.0807,557.8137,543.8066,526.2375,16.98556,15.73611,15.73744,15.78616,15.84474,STAR
17.6573,16.53887,16.14576,15.99873,15.95402,86.51212,242.3551,348.0927,398.5747,415.3292,86.92466,245.8681,348.8877,398.4594,414.4851,115.9882,254.2948,376.7565,432.3246,456.2661,17.70709,16.57865,16.18731,16.04798,16.01672,STAR
22.99295,21.62865,19.78828,19.24179,18.83745,0.6042047,2.227574,12.15194,20.10237,29.15676,1.897462,5.04848,28.25747,44.41724,57.89453,-0.3043783,1.745136,13.80147,25.45195,35.44349,22.43987,20.79976,18.92463,18.39197,18.13642,GALAXY
21.5872,19.79051,18.59437,18.14538,17.8244,2.309577,12.12756,36.49625,55.18799,74.16446,3.148984,32.89341,84.31807,129.8858,177.2101,4.038734,14.86575,46.00808,72.35405,96.15737,21.11193,18.88234,17.75592,17.28679,16.93171,GALAXY
22.13964,19.85983,18.77699,18.32481,17.94047,1.379561,11.3773,30.84593,46.781,66.64389,10.49995,30.21229,84.69967,130.5873,173.0462,3.663111,13.34309,39.1796,61.42559,83.32668,20.5991,18.9152,17.74915,17.27076,16.97278,GALAXY
19.60877,19.22558,18.96954,18.58647,18.60032,14.33671,20.40612,25.83294,36.76229,36.28213,14.45411,20.4073,25.78709,37.06406,36.02409,17.37204,21.18901,26.31895,36.35728,36.13363,19.66987,19.28664,19.02724,18.63932,18.70032,QSO
21.9773,19.94747,18.78054,18.21399,17.72161,1.606272,10.49499,30.7451,51.80817,81.53022,8.569736,27.24092,80.81477,139.3321,203.1671,2.508174,10.01006,29.67677,50.70271,72.17371,20.2415,18.94107,17.80345,17.23986,16.91274,GALAXY
20.91024,19.81488,19.58997,19.39198,19.14743,4.319666,11.85829,14.58754,17.50499,21.90455,32.12639,95.53796,125.0924,150.832,166.0107,9.869299,15.69096,23.35602,28.82317,31.35095,18.73705,17.68815,17.3735,17.17406,17.1085,GALAXY
21.74258,19.65029,18.63632,18.22658,17.83661,1.999193,13.79962,35.1128,51.21074,73.33526,7.177954,37.25666,102.4957,153.4319,223.0832,4.961951,14.86728,43.23042,66.7754,88.83277,20.47636,18.71262,17.58278,17.16792,16.76712,GALAXY
21.55036,19.38562,18.49096,18.09658,17.71893,2.389866,17.6093,40.14341,57.72496,81.73227,5.663728,31.32804,74.64087,109.3288,160.1162,3.776873,18.71805,47.80484,71.52853,94.18355,20.68845,18.8348,17.87357,17.46571,17.07986,GALAXY
20.63577,18.72189,17.79091,17.36624,16.9284,5.564362,32.45203,76.49548,113.1106,169.29,41.79832,130.7874,321.6196,465.148,609.7517,9.312472,36.14942,96.23246,152.6543,203.8819,18.80502,17.348,16.34968,15.93744,15.60252,GALAXY
21.24252,19.30637,18.12582,17.71766,17.32636,3.177989,18.9427,56.19117,81.83414,117.3379,7.265675,54.46336,164.4896,235.1985,321.4983,4.970254,23.11763,68.42376,104.6497,139.551,20.55747,18.20104,17.0031,16.59753,16.25886,GALAXY
21.37168,19.61008,18.54351,18.1351,17.75661,2.820083,14.32025,38.24643,55.71286,78.94378,5.150606,29.04313,76.86266,114.3213,154.4064,4.912969,16.25918,44.63682,67.64564,89.44611,20.98687,18.9289,17.86584,17.43346,17.08699,GALAXY
21.36581,19.23718,18.31725,17.86633,17.50777,2.835444,20.18918,47.10818,71.36187,99.28139,11.07785,53.73621,124.9142,183.1142,260.5557,4.97811,22.63852,56.58147,83.32469,108.0022,20.18404,18.30371,17.36606,16.95488,16.59872,GALAXY
19.56159,17.5526,16.72162,16.26424,15.8928,14.97364,95.27027,204.8106,312.1081,439.4182,89.1123,496.6933,1151.794,1699.606,2164.273,23.91798,109.471,269.0078,404.6032,515.0195,17.65282,15.83977,14.93471,14.49908,14.1882,GALAXY
23.30344,21.7673,20.10386,19.30376,18.77147,0.436037,1.959595,9.086174,18.987,30.98582,17.10452,3.227016,26.46093,55.33271,86.54617,0.5510073,1.02888,9.404396,22.14136,34.20519,20.60996,20.12594,18.92119,18.21993,17.61029,GALAXY
19.17321,18.87202,18.5484,18.56566,18.12642,21.4139,28.26096,38.07459,37.47375,56.15085,21.16056,28.89958,38.44662,38.19413,56.04845,25.28418,29.17658,37.895,36.62499,56.57281,19.26731,18.90197,18.58189,18.57857,18.19756,QSO
19.81579,18.90619,18.17183,17.84014,17.6514,11.84744,27.38544,53.86005,73.10394,86.97793,20.73072,60.35106,105.3939,150.9113,177.2051,16.20461,35.10933,64.19428,94.22446,109.8992,19.21716,18.10673,17.51051,17.13118,16.96425,GALAXY
22.46771,20.17638,18.85752,18.35206,17.91943,1.011159,8.499614,28.6408,45.62161,67.94798,10.77331,20.85265,74.36565,123.2167,182.446,2.381835,8.803141,34.67789,57.95865,79.66357,20.64181,19.2586,17.90324,17.31928,16.9446,GALAXY
20.78267,18.84772,17.92825,17.51089,17.09197,4.85927,28.90055,67.40607,99.00118,145.6126,10.44507,62.67451,151.2253,226.2971,309.3341,8.735851,31.97018,79.80226,118.19,158.0807,19.93414,18.05376,17.08795,16.66133,16.32895,GALAXY
21.73339,19.81852,18.67806,18.17209,17.67712,2.016342,11.81867,33.7885,53.8466,84.94131,8.741163,39.16971,104.4006,157.3936,232.3777,2.304151,12.26401,42.97554,74.1601,105.995,20.22195,18.67979,17.57442,17.09972,16.68292,GALAXY
18.57768,17.39426,17.00035,16.88044,16.81707,37.06124,110.2292,158.4384,176.9383,187.5709,37.64013,111.1873,158.0671,178.3892,185.4785,43.17701,99.25844,153.0677,178.6958,189.0011,18.63086,17.43722,17.05346,16.92417,16.87326,STAR
21.22839,19.27056,18.17262,17.76334,17.34839,3.219782,19.57796,53.8209,78.46208,114.9812,6.052597,36.62434,98.17957,147.7194,203.9951,4.685781,21.67799,64.13382,98.86828,138.7326,20.85089,18.65214,17.57914,17.12268,16.73944,GALAXY
22.02076,20.15352,19.26805,18.68616,18.30194,1.542269,8.680478,19.62289,33.53694,47.76614,16.35266,38.81242,76.36792,115.3959,162.3294,2.439983,10.36227,28.11806,47.0098,67.44336,20.03085,18.72257,17.8835,17.42127,17.0232,GALAXY
21.28927,19.97708,19.37808,18.89866,18.59719,3.043513,10.21254,17.73167,27.57516,36.38667,11.86385,40.66834,86.66701,122.4428,151.2651,5.850701,11.78801,23.77187,36.06822,46.56994,20.16251,18.62365,17.81195,17.45928,17.24227,GALAXY
23.5794,21.67429,19.89937,19.30683,18.81757,0.317064,2.135576,10.96985,18.93342,29.69645,0.9403676,8.106559,31.98897,59.93425,68.62666,-0.03193065,2.276184,13.61259,25.14441,35.95911,22.29193,20.44141,18.8541,18.15467,17.89968,GALAXY
22.24598,20.07494,19.22743,18.7594,18.38662,1.248082,9.332216,20.37096,31.34919,44.18042,4.906057,54.45995,110.4399,169.4406,179.3852,2.677306,12.43155,32.60676,51.35703,69.25025,20.77322,18.33429,17.30259,16.88011,16.85564,GALAXY
21.40742,19.69429,19.11216,18.66936,18.22521,2.728305,13.25146,22.65284,34.06005,51.26533,15.2472,58.22609,114.0254,168.9861,217.6103,6.045168,17.43571,38.75306,59.75081,82.09974,19.4864,18.15213,17.406,16.95991,16.75761,GALAXY
